"","Method","Estimate","Std Error","95% CI "," ","P-value","GI","N_snps"
"1","Simple median",-0.175933290156302,0.0445357088889993,-0.263221675604701,-0.0886449047079031,7.8024894678234e-05,"all",34
"2","Simple median",-0.0775971157748967,0.0477389210688199,-0.171163681730584,0.0159694501807907,0.10406721555965,"Steiger Filtered",29
"3","Simple median",-0.116442693637632,0.0469646873449152,-0.20849178937885,-0.0243935978964141,0.0131615823292232,"PheWAS T-test Filtered",26
"4","Simple median",-0.2340276152586,0.0604485624452895,-0.352504620568588,-0.115550609948613,0.000108160272932378,"PheWAS PVE Filtered",25
"5","Simple median",-0.0587535425099934,0.059938235984803,-0.17623032633707,0.0587232413170831,0.326970248802971,"Core GI",16
"21","Weighted median",-0.178040099055003,0.0448317629895602,-0.265908739877977,-0.0901714582320291,7.14833794453613e-05,"all",34
"22","Weighted median",-0.0725644915909016,0.0461932757014547,-0.163101648293682,0.0179726651118789,0.116208520029237,"Steiger Filtered",29
"23","Weighted median",-0.140208287202136,0.0486886873999245,-0.235636360960517,-0.044780213443755,0.00398067374290816,"PheWAS T-test Filtered",26
"24","Weighted median",-0.237564179221928,0.0571002935680767,-0.349478698122023,-0.125649660321834,3.17590391696191e-05,"PheWAS PVE Filtered",25
"25","Weighted median",-0.157571043733138,0.0713611350451153,-0.297436298317463,-0.0177057891488127,0.0272387470632232,"Core GI",16
"31","Penalized weighted median",-0.177205985061189,0.0459115580245356,-0.2671909852634,-0.0872209848589783,0.000113514729969381,"all",34
"32","Penalized weighted median",-0.0562392141224828,0.0453129837571903,-0.145051030318624,0.0325726020736586,0.214558457454332,"Steiger Filtered",29
"33","Penalized weighted median",-0.145132988695669,0.0504483990463292,-0.244010033904179,-0.046255943487159,0.00401653563982256,"PheWAS T-test Filtered",26
"34","Penalized weighted median",-0.277952659016326,0.05595671200883,-0.387625799246913,-0.16827951878574,6.78985017264824e-07,"PheWAS PVE Filtered",25
"35","Penalized weighted median",-0.220756010588471,0.0680528895940467,-0.354137223236683,-0.087374797940259,0.00117909742633457,"Core GI",16
"41","IVW",-0.184580466962259,0.164730322338251,-0.507445965906905,0.138285031982386,0.262500388612495,"all",34
"42","IVW",-0.105228974037387,0.0686102281764514,-0.239702550234307,0.0292446021595334,0.12509821097431,"Steiger Filtered",29
"43","IVW",-0.156157058352294,0.0869358823752132,-0.326548256771922,0.0142341400673345,0.0724575460891907,"PheWAS T-test Filtered",26
"44","IVW",-0.207814950389764,0.218569589411055,-0.63620347375114,0.220573572971611,0.341708270940976,"PheWAS PVE Filtered",25
"45","IVW",-0.119299926990931,0.10728709918089,-0.329578777391251,0.0909789234093897,0.266151484928418,"Core GI",16
"51","Penalized IVW",-0.198567611972416,0.0327492766578834,-0.262755014741606,-0.134380209203226,1.3338387138926e-09,"all",34
"52","Penalized IVW",-0.105846275320578,0.0340049278787171,-0.172494709259746,-0.0391978413814108,0.00185400310215208,"Steiger Filtered",29
"53","Penalized IVW",-0.146720534980662,0.0373946304151244,-0.220012663809492,-0.0734284061518322,8.72455769446502e-05,"PheWAS T-test Filtered",26
"54","Penalized IVW",-0.236636009004767,0.0368729562753143,-0.308905675307903,-0.164366342701631,1.38436345506182e-10,"PheWAS PVE Filtered",25
"55","Penalized IVW",-0.0628395070526044,0.0540550819133642,-0.168785520784161,0.0431065066789519,0.245028862421034,"Core GI",16
"6","Robust IVW",-0.160349872289468,0.10735039303448,-0.370752776363268,0.0500530317843313,0.135252610881152,"all",34
"61","Robust IVW",-0.0921113092771912,0.0794745895322903,-0.247878642446584,0.0636560238922018,0.246454851493335,"Steiger Filtered",29
"62","Robust IVW",-0.125260061728715,0.0952332649918287,-0.311913831242858,0.0613937077854287,0.188409986101135,"PheWAS T-test Filtered",26
"63","Robust IVW",-0.249370169389751,0.181166150883898,-0.60444930033994,0.105708961560438,0.168675489907107,"PheWAS PVE Filtered",25
"64","Robust IVW",-0.102494325074288,0.132486969338927,-0.362164013399448,0.157175363250871,0.439156631391449,"Core GI",16
"7","Penalized robust IVW",0.0089626002198422,0.172819093875633,-0.329756599617244,0.347681800056929,0.958639315329364,"all",34
"71","Penalized robust IVW",-0.10782403424343,0.0525116870134464,-0.210745049557224,-0.0049030189296351,0.0400401920115931,"Steiger Filtered",29
"72","Penalized robust IVW",-0.143594056982706,0.0702720523185342,-0.281324748646748,-0.00586336531866483,0.0410126529987927,"PheWAS T-test Filtered",26
"73","Penalized robust IVW",0.168553610132715,0.310705072362564,-0.440417141511821,0.777524361777251,0.587482733591008,"PheWAS PVE Filtered",25
"74","Penalized robust IVW",-0.063390638415503,0.111342349336917,-0.281617633069937,0.154836356238931,0.569131610153726,"Core GI",16
"8","MR-Egger",-1.09519948218118,0.940830768023853,-2.93919390305509,0.748794938692732,0.244392798116455,"all",34
"81","MR-Egger",-0.371906043202584,0.422592225275851,-1.20017158488989,0.456359498484721,0.378827409939519,"Steiger Filtered",29
"82","MR-Egger",-0.11646165672248,0.512751726902201,-1.12143657446151,0.888513261016551,0.820322115594414,"PheWAS T-test Filtered",26
"83","MR-Egger",-1.45991188456717,1.2423639995689,-3.89490057941134,0.975076810277006,0.239951507322457,"PheWAS PVE Filtered",25
"84","MR-Egger",-0.756108118588197,0.642126160432258,-2.01465226656641,0.502436029390018,0.238993161881237,"Core GI",16
"9","(intercept)",0.014756387999513,0.0150102077933878,-0.0146630786759894,0.0441758546750155,0.325563053073013,"all",34
"91","(intercept)",0.0043233010316852,0.00675808905216958,-0.0089223101148816,0.017568912178252,0.522353081920655,"Steiger Filtered",29
"92","(intercept)",-0.000632150427189225,0.00804243300248277,-0.0163950294601318,0.0151307286057533,0.937349284882359,"PheWAS T-test Filtered",26
"93","(intercept)",0.020090835764459,0.0196243616640493,-0.0183722063166661,0.0585538778455842,0.305943850595537,"PheWAS PVE Filtered",25
"94","(intercept)",0.0100336107739621,0.00997529447239656,-0.00951760712711668,0.0295848286750408,0.314489620415514,"Core GI",16
"10","Penalized MR-Egger",-1.23521779853693,0.203075681045428,-1.63323881952191,-0.837196777551947,1.18286669348322e-09,"all",34
"101","Penalized MR-Egger",-0.735381356144208,0.243482894233347,-1.21259905969314,-0.258163652595273,0.00252558771938993,"Steiger Filtered",29
"102","Penalized MR-Egger",-0.285629138408855,0.271280145909861,-0.817328454112953,0.246070177295243,0.292389744496801,"PheWAS T-test Filtered",26
"103","Penalized MR-Egger",-1.71817161613229,0.174201262142461,-2.05959981599293,-1.37674341627164,0,"PheWAS PVE Filtered",25
"104","Penalized MR-Egger",-0.959890172791112,0.569750880324153,-2.07658137838644,0.156801032804218,0.0920360100033677,"Core GI",16
"11","(intercept)",0.0169314582245442,0.00314274292660979,0.010771795275721,0.0230911211733674,7.14532377710242e-08,"all",34
"111","(intercept)",0.00979872771425023,0.0037553449565563,0.00243838684987576,0.0171590685786247,0.009073429279159,"Steiger Filtered",29
"112","(intercept)",0.00160596458093052,0.00420365099547883,-0.00663303997378392,0.00984496913564497,0.702431385566735,"PheWAS T-test Filtered",26
"113","(intercept)",0.0237975662798406,0.00276451161815803,0.0183792230734083,0.0292159094862729,0,"PheWAS PVE Filtered",25
"114","(intercept)",0.0132818468515714,0.00839245839385867,-0.00316706934214241,0.0297307630452853,0.113514234339632,"Core GI",16
"12","Robust MR-Egger",-0.0387672510437249,0.951919591066839,-1.90449536571283,1.82696086362538,0.967514858238914,"all",34
"121","Robust MR-Egger",-0.298093873552711,0.821177396024007,-1.90757199467815,1.31138424757273,0.716598990690234,"Steiger Filtered",29
"122","Robust MR-Egger",-0.205599938919706,0.916027371116811,-2.00098059516156,1.58978071732215,0.822409210895178,"PheWAS T-test Filtered",26
"123","Robust MR-Egger",-0.737548168473683,1.4561013468266,-3.59145436609409,2.11635802914672,0.61248986289379,"PheWAS PVE Filtered",25
"124","Robust MR-Egger",-0.796629854860677,0.895432324459593,-2.55164496139446,0.958385251673109,0.373648758405651,"Core GI",16
"13","(intercept)",-0.00203862113681976,0.0148728454358982,-0.0311888625388111,0.0271116202651716,0.890975453832408,"all",34
"131","(intercept)",0.00324395782661011,0.0124224154475075,-0.0211035290514986,0.0275914447047189,0.793986516523769,"Steiger Filtered",29
"132","(intercept)",0.00121760322128472,0.0139142463474007,-0.0260538184916386,0.0284890249342081,0.930267992263287,"PheWAS T-test Filtered",26
"133","(intercept)",0.00748757521940647,0.0217287055718728,-0.035099905132139,0.0500750555709519,0.730399836808718,"PheWAS PVE Filtered",25
"134","(intercept)",0.010701381826731,0.0134990501223442,-0.0157562702385646,0.0371590338920265,0.427923067960436,"Core GI",16
"14","Penalized robust MR-Egger",0.386077495163874,NA,NA,NA,NA,"all",34
"141","Penalized robust MR-Egger",-0.800521093488687,0.300228161094041,-1.3889574763777,-0.212084710599678,0.00766739387102966,"Steiger Filtered",29
"142","Penalized robust MR-Egger",0.821132067076798,0.423276538717064,-0.00847470430942099,1.65073883846302,0.0523867011318231,"PheWAS T-test Filtered",26
"143","Penalized robust MR-Egger",-1.3306747615277,0.473902654248222,-2.25950689603215,-0.401842627023251,0.00498645655932362,"PheWAS PVE Filtered",25
"144","Penalized robust MR-Egger",2.03886668480303,0.447400384349062,1.16197804480949,2.91575532479657,5.18545880656696e-06,"Core GI",16
"15","(intercept)",-0.00943942162802161,NA,NA,NA,NA,"all",34
"151","(intercept)",0.0106692903914635,0.00432737107643052,0.00218779893391939,0.0191507818490077,0.0136808319366122,"Steiger Filtered",29
"152","(intercept)",-0.0164272389002972,0.00704923365492205,-0.0302434829825521,-0.00261099481804237,0.0197872312117053,"PheWAS T-test Filtered",26
"153","(intercept)",0.0155761756747712,0.00999600076203141,-0.00401562580824534,0.0351679771577877,0.119176189596552,"PheWAS PVE Filtered",25
"154","(intercept)",-0.0349073161872575,0.00749624371347083,-0.0495996838849951,-0.0202149484895199,3.21410106507436e-06,"Core GI",16
